dense_sizes,train_loss,train_acc,eval_loss,eval_acc,test_loss,test_acc
2,"[3.3156347532024166, 3.310647439732807, 3.305919750403825, 3.3013913974463227, 3.297048113820737, 3.2928795430674627, 3.2888771720154293, 3.285033064951104, 3.281340013063105, 3.2777913206287193, 3.2743807104724323, 3.271102229443752, 3.26795033439032, 3.264919791267355, 3.2620055868680735, 3.259202962701529, 3.2565074766983395, 3.2539147899568555, 3.251420843523552, 3.249021769544501, 3.246713848182329, 3.2444934205045164, 3.2423571228107777, 3.2403017036483224, 3.23832393132563, 3.2364207806506746, 3.2345894225195924, 3.232826913303846, 3.23113066611988, 3.229497950863166, 3.2279263796426743, 3.2264135359193222, 3.224956987821673, 3.223554590190406, 3.2222041692374432, 3.2209036010892866, 3.219650914366153, 3.2184441409110445, 3.2172815106621284, 3.2161610950814405, 3.215081413019248, 3.214040461977556, 3.2130369545211246, 3.2120691143644784, 3.211135588757903, 3.2102350136912325, 3.2093658488274124, 3.2085268450669107, 3.207716823902707, 3.2069343746328416, 3.2061786061860893, 3.2054480637353473, 3.2047419106493766, 3.2040590660406765, 3.203398469825117, 3.2027592129359777, 3.2021403673943842, 3.201541090827907, 3.2009605616192394, 3.200398054487273, 3.199852571391322, 3.1993235896515526, 3.1988103249925137, 3.1983121915040935, 3.1978284456684634, 3.197358583428472, 3.1969022031903167, 3.19645855506779, 3.196027203029602, 3.1956075502911507, 3.195199211411158, 3.194801719481346, 3.1944146419344364, 3.1940375834485137, 3.1936700858091025, 3.193311977147178, 3.192962728704, 3.1926221588746437, 3.1922898327664075, 3.191965563834049, 3.1916489838791557, 3.1913398445542684, 3.191037939504628, 3.1907430314984895, 3.190454803072189, 3.1901731033048075, 3.1898977519229903, 3.1896284622918145, 3.189365120639235, 3.189107483606355, 3.188855327499058, 3.1886085721336705, 3.1883670713848544, 3.1881306822246214, 3.1878992548706395, 3.18767257826906, 3.1874506448164235, 3.1872333209311696, 3.187020327726569, 3.1868117549774584]","[0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.046217977255251126, 0.04512525800315675, 0.04646080375571655, 0.04629891942207293, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648, 0.04690598567323648]","[3.313924040832575, 3.309202763084417, 3.304682481575429, 3.3003464528269255, 3.296182958904358, 3.2921831904756527, 3.288339374713106, 3.284643882048538, 3.2810900388455098, 3.277671824904662, 3.2743828735990586, 3.2712178285852977, 3.268171746628352, 3.26523906630664, 3.2624153868612025, 3.2596964360325336, 3.257077899885629, 3.2545553606440354, 3.2521258107259685, 3.2497847009035072, 3.2475292166913414, 3.2453555696130407, 3.2432609762662707, 3.24124162907333, 3.239295447037677, 3.237419800261729, 3.2356107205434688, 3.233866902571565, 3.2321851156266694, 3.230563286526396, 3.2289987817265566, 3.2274901978047503, 3.2260346101828934, 3.224630207365999, 3.2232752052954488, 3.221967374332092, 3.2207054527502206, 3.219486922828802, 3.2183110340615735, 3.2171756406813232, 3.2160790494472895, 3.2150198166507575, 3.21399669879905, 3.213008173347301, 3.212053398797743, 3.2111302061143445, 3.2102380517791502, 3.2093750880047605, 3.208540685491152, 3.207733438905798, 3.20695234404284, 3.2061968290797136, 3.2054650726235008, 3.204756816980705, 3.2040706832132804, 3.2034060256983015, 3.2027617685133234, 3.2021374903885187, 3.201532010344459, 3.2009448454663083, 3.2003750714262473, 3.1998218020989957, 3.1992848810277885, 3.1987636615478117, 3.198256895998839, 3.197764670336585, 3.197286246904733, 3.196820942919704, 3.1963684340072045, 3.195928126117737, 3.1954995839159936, 3.1950823415046354, 3.194675888879752, 3.1942801623125625, 3.193894153429658, 3.193518170629725, 3.1931515408534685, 3.192793777192151, 3.192445052425443, 3.192104758438366, 3.1917722808646185, 3.1914482481359827, 3.19113131152915, 3.190821994418917, 3.190519933012916, 3.1902242979687316, 3.189936090366561, 3.1896539211967787, 3.1893782803201365, 3.1891084050750176, 3.1888442973715496, 3.188586301900832, 3.1883338445828766, 3.188086620491956, 3.187844634663859, 3.1876077839517283, 3.187376108815526, 3.187149027361109, 3.1869268931356207, 3.186709258648399]","[0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.049890750182083034, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656, 0.04916241806263656]",0.002268287818878889,0.02007808142777468
4,"[3.2186864537921416, 3.068381456281102, 2.9269912612641313, 2.8192628485279654, 2.7256220669221296, 2.648769118098942, 2.5844911379885356, 2.529994225558944, 2.4809606240864706, 2.4375110047315807, 2.398784135439621, 2.363189018319294, 2.33142827662845, 2.3011543299379995, 2.272725610519981, 2.247595036534944, 2.221496437305026, 2.197739016904078, 2.1766933788393117, 2.156635144030031, 2.1219360887548384, 1.89075288660075, 1.6894777943997377, 1.5620336384720956, 1.4607009574197412, 1.3954017250901352, 1.34590071007224, 1.2993878004469785, 1.2655548802216816, 1.2313709029868072, 1.2005275590614004, 1.170433025796438, 1.1452567907118625, 1.1195831938464194, 1.0985656295379829, 1.078537740896133, 1.0594527928377329, 1.0423008629850106, 1.0234353289619047, 1.0097954182667466, 0.9880086835679572, 0.975020207278649, 0.9602432440098103, 0.9492995738452457, 0.9381029484769798, 0.9282774244201406, 0.9175709192049132, 0.9082408100963628, 0.8986108431981485, 0.8909465953954349, 0.8800539111969486, 0.8711699805799473, 0.8632555888604112, 0.8521705753786174, 0.8431775593121756, 0.836125091407574, 0.8272115870399002, 0.8207879453346274, 0.8127414067476907, 0.8063491506208716, 0.8014938325187998, 0.7967492398249248, 0.7895388537886325, 0.78079361898992, 0.7779012815034386, 0.771746186114143, 0.7648454748965211, 0.7652063814765541, 0.7578864333394074, 0.7527642464318373, 0.7479185191920846, 0.7415819677947055, 0.7308127082987738, 0.7336827683991068, 0.7299227615539237, 0.722626135945489, 0.7142251432026415, 0.7128306900341906, 0.7102514835770105, 0.705181089849193, 0.6976314774774001, 0.6966642098596836, 0.6913568030707661, 0.6905566677526517, 0.6868782140526557, 0.6817161280554325, 0.6763231075925942, 0.6719441932468028, 0.6696319066531125, 0.667551316342305, 0.6657086002613929, 0.6645491580830171, 0.6567747544222404, 0.6544135491538933, 0.6517365843587124, 0.6473830916170522, 0.6486045667463131, 0.6418804978749257, 0.6396297312302921, 0.6388809586908648]","[0.046339390505483836, 0.05119592051479219, 0.08138734873932575, 0.12023958881379256, 0.13440446800760858, 0.13784451009753532, 0.13841110526528796, 0.14092031243676395, 0.14375328827552714, 0.1473147436156866, 0.15249504229228217, 0.15767534096887775, 0.19187340645109072, 0.2032053098061435, 0.20919503015095717, 0.21368732040956737, 0.2183414950018212, 0.22408838884616944, 0.22890444777206687, 0.2346108705330042, 0.25071836173054357, 0.3487797968351613, 0.4069772147800397, 0.45954915213080255, 0.4926544983609212, 0.5181917519932009, 0.5372131611963252, 0.55356347889433, 0.5658666882512445, 0.5761463434376138, 0.5862641142903396, 0.5949653972236837, 0.6046379861588895, 0.6126917317576592, 0.6203812376057307, 0.6266137844510098, 0.6334129264640415, 0.6404548949775386, 0.6463232020721195, 0.649439475494759, 0.6584240560119795, 0.6621878667691935, 0.6680966449471852, 0.6718604557043992, 0.6770002832975839, 0.6793071350520054, 0.6823424663078231, 0.6862681613986807, 0.6892630215710875, 0.6912865757416327, 0.6953336840827229, 0.6982071310048971, 0.7018899995952892, 0.7052490995183942, 0.7076773645230483, 0.7095390343599499, 0.7120482415314259, 0.7155287547047635, 0.7186854992108139, 0.7199805738799628, 0.7210732931320571, 0.7222469545509734, 0.7254441701404347, 0.7277105508114453, 0.7290460965640051, 0.7296936338985796, 0.7320814278198228, 0.7295722206483468, 0.7334574446557934, 0.7341859241571898, 0.7364118337447894, 0.7381116192480474, 0.7424824962564248, 0.7404184710024688, 0.7413493059209195, 0.7440203974260391, 0.7481079768505403, 0.7473390262657332, 0.7485126876846494, 0.7492006961026347, 0.7533692176939577, 0.7538953417782994, 0.7544214658626412, 0.754502408029463, 0.7548666477801611, 0.7569711441175281, 0.7574972682018698, 0.760330244040633, 0.7612206078756729, 0.7619490873770691, 0.7625561536282327, 0.7602897729572221, 0.7639321704642034, 0.7659152535513376, 0.7657938403011049, 0.7666842041361448, 0.7664009065522684, 0.7684244607228136, 0.7681816342223482, 0.7687482293901008]","[3.1602300566126633, 2.991903583932253, 2.8765124144210317, 2.7772686736738255, 2.6936539540912494, 2.623838529739602, 2.5741869927494525, 2.516370437133078, 2.4676820358393057, 2.427647493394378, 2.3940811745892976, 2.362281672206137, 2.333652371485044, 2.3021652337329197, 2.273749349764986, 2.25141321197532, 2.221026921914775, 2.1980620835353575, 2.175549924243391, 2.154737195392117, 2.04483120630713, 1.7677393210515955, 1.619673555555434, 1.5107177301470762, 1.4453012799140057, 1.39537315896542, 1.3635093905330138, 1.321207747091278, 1.2849764647660946, 1.238308436490286, 1.2157935048226276, 1.1876753118032968, 1.168181544659525, 1.1376543104952475, 1.1367972717611614, 1.1206199924874636, 1.1045368764839811, 1.1152948708926684, 1.0348680713102059, 1.0259150870073823, 1.028050409037096, 1.012432894217039, 0.9971856595127581, 0.9849207184215748, 0.9845741199735126, 0.9697754443863926, 0.9556144863171727, 0.9402249766715842, 0.9341612646202927, 0.9151365096258232, 0.9128395987529435, 0.8979822183645128, 0.8832835590240301, 0.8747387587893903, 0.8659363413760025, 0.8534498120951809, 0.8512475664652097, 0.832589311228125, 0.8352043501495534, 0.8278191794206518, 0.8115100592309684, 0.8380843447840136, 0.8028022633880398, 0.7941567667279031, 0.790182367564116, 0.8214955668074322, 0.7838545169434405, 0.766439399403199, 0.7582178483544174, 0.7539517373302429, 0.7686271212522947, 0.7492111288797916, 0.7436850907936291, 0.7694026152321829, 0.7410324080009488, 0.7315614546031216, 0.725052348428283, 0.7195654702030302, 0.7210096469432528, 0.7179199802727918, 0.7114678199327695, 0.7184173773000124, 0.7049534536154706, 0.7135215003995763, 0.6946394558119583, 0.6977677697781134, 0.6885021707044409, 0.6805353480277926, 0.6893968061643713, 0.6837016493841757, 0.6686261540681709, 0.6701521793161963, 0.687227997090464, 0.6719827215687167, 0.6612951070482681, 0.6701195457948877, 0.6566475989257691, 0.6518187820260228, 0.6525427495486877, 0.6432195746889968]","[0.04770575382374363, 0.0528040786598689, 0.101238164603059, 0.12345229424617626, 0.12782228696285508, 0.13801893663510562, 0.14384559359067736, 0.14566642388929352, 0.14785142024763293, 0.15331391114348145, 0.16059723233794612, 0.16096139839766935, 0.21158048069919885, 0.2174071376547706, 0.2221412964311726, 0.22687545520757466, 0.2316096139839767, 0.23780043699927167, 0.2425345957756737, 0.24107793153678078, 0.2778587035688274, 0.38820101966496723, 0.43736343772760383, 0.48579752367079393, 0.5054624908958485, 0.5193008011653314, 0.5331391114348143, 0.5433357611070648, 0.5571740713765477, 0.5721048798252003, 0.5764748725418791, 0.5873998543335761, 0.5975965040058266, 0.605972323379461, 0.6023306627822287, 0.6070648215586307, 0.612163146394756, 0.6067006554989075, 0.6412964311726147, 0.6380189366351057, 0.6387472687545521, 0.6442097596504006, 0.6496722505462491, 0.6533139111434815, 0.6540422432629279, 0.6584122359796067, 0.669701383831027, 0.6766205389657685, 0.679169701383831, 0.6842680262199563, 0.6828113619810634, 0.6908230152949746, 0.6930080116533139, 0.6944646758922068, 0.7006554989075019, 0.7035688273852877, 0.7064821558630736, 0.710123816460306, 0.7075746540422433, 0.7093954843408594, 0.7192279679533868, 0.6995630007283321, 0.7166788055353241, 0.7243262927895121, 0.721048798252003, 0.7013838310269483, 0.730517115804807, 0.7334304442825929, 0.741442097596504, 0.7458120903131829, 0.7439912600145667, 0.747632920611799, 0.7472687545520758, 0.725782957028405, 0.7501820830298617, 0.747632920611799, 0.7509104151493081, 0.7479970866715222, 0.7472687545520758, 0.7512745812090313, 0.7516387472687546, 0.7512745812090313, 0.7603787327021122, 0.7487254187909688, 0.7676620538965769, 0.7632920611798981, 0.7651128914785142, 0.7662053896576839, 0.7578295702840495, 0.7614712308812819, 0.764748725418791, 0.7680262199563002, 0.7632920611798981, 0.7611070648215587, 0.7687545520757466, 0.7651128914785142, 0.7698470502549163, 0.770939548434086, 0.7723962126729789, 0.7727603787327022]",0.0003523044288158417,0.4068600111544897
8,"[3.0827153716519042, 2.721607274483089, 2.3762639851334497, 2.0499254066934762, 1.7456937333169174, 1.4718445506088746, 1.2405406161820114, 1.0372401703093448, 0.850298012198863, 0.6921909580709692, 0.5712241830407615, 0.4755433320039064, 0.4011995801241927, 0.344250139352731, 0.29161925625639945, 0.24732194072390717, 0.2057830022292997, 0.17427297070324832, 0.14969649174040306, 0.12856476775185585, 0.11059246654564776, 0.09528560788711062, 0.08032735571231449, 0.06908330033251757, 0.059965267732552195, 0.05266248697051251, 0.04667664408228594, 0.04189769629407903, 0.037644097682304985, 0.034290423134494236, 0.03045759911556509, 0.02765423684123411, 0.02501208284630745, 0.02304182949131579, 0.021305040954657448, 0.01976135003574043, 0.018713896602381905, 0.019743697721390688, 0.021003681785233735, 0.014870561108069447, 0.014028882576105883, 0.014352086677348, 0.013157471178440298, 0.011635515031406555, 0.01143450052988571, 0.010707350709683672, 0.013001694175315244, 0.019699617915707048, 0.009896483526861354, 0.008215137997445747, 0.006632780470444344, 0.0061704667998056136, 0.00791734002959737, 0.0056648246746846525, 0.011750105738040096, 0.004696246470970495, 0.0038265528362075364, 0.003648570333583973, 0.00355888357088692, 0.003393221613215178, 0.0033348738236614714, 0.003191296847015353, 0.0032217643981837137, 0.003199550340260627, 0.0032097777153608006, 0.029397601847380037, 0.0055357900760868535, 0.0031132044923338795, 0.0028680752777514814, 0.002731358596335269, 0.002626207918548759, 0.002551476199330173, 0.002468251920260154, 0.0024022026017424696, 0.002340366798831755, 0.0022933281278290437, 0.0022485609813443883, 0.002211512899521371, 0.0021726759852054535, 0.0021412576117894283, 0.002187939453232278, 0.0020386625902670467, 0.0019812988343254068, 0.0019523285160753248, 0.0018948696154470531, 0.001857373061753133, 0.0018243366375816238, 0.0017015891637139164, 0.0016353094775122424, 0.005509339574075831, 0.02177977368485863, 0.0022182002632847894, 0.0017889630463468263, 0.001702416758611567, 0.0016440863319014455, 0.001591875184196242, 0.001546479534659081, 0.0015042682217780905, 0.0014632793592750668, 0.0014222605969036982]","[0.08171111740661298, 0.1697357238253268, 0.2573151483265207, 0.34683718483143794, 0.4431988344327978, 0.5242624145048363, 0.5897041563802663, 0.6540936500870129, 0.7283176170626088, 0.7935974746043952, 0.8350398640171598, 0.8676595572463476, 0.8965154397183214, 0.9139989477518313, 0.9322918774535595, 0.9452830952284593, 0.9596503298393299, 0.9687158525233721, 0.9740985066170222, 0.9773361932898944, 0.9805738799627667, 0.9853494678052532, 0.9888704520620017, 0.9907321218989033, 0.9913796592334777, 0.9919057833178195, 0.9920676676514631, 0.992512849568983, 0.9926747339026266, 0.9930794447367357, 0.99417216398883, 0.9945364037395282, 0.9949006434902263, 0.9953053543243353, 0.9954672386579789, 0.9957100651584444, 0.9959124205754989, 0.9959124205754989, 0.9957505362418553, 0.9972884374114696, 0.9972074952446478, 0.9974098506617023, 0.9973693795782914, 0.997490792828524, 0.9976526771621677, 0.9975717349953459, 0.9970051398275932, 0.9945768748229391, 0.9976931482455786, 0.997935974746044, 0.9984216277469748, 0.9987049253308512, 0.9984216277469748, 0.9990691650815493, 0.9970860819944151, 0.9991096361649602, 0.9992310494151929, 0.9992310494151929, 0.9992310494151929, 0.9992310494151929, 0.9992310494151929, 0.9992310494151929, 0.9992310494151929, 0.9992310494151929, 0.9992310494151929, 0.990448824315027, 0.9987453964142621, 0.9992310494151929, 0.9992310494151929, 0.9992310494151929, 0.9992310494151929, 0.9992310494151929, 0.9992310494151929, 0.9992310494151929, 0.9992715204986038, 0.9992715204986038, 0.9992715204986038, 0.9992715204986038, 0.9992715204986038, 0.9992715204986038, 0.9992715204986038, 0.9992715204986038, 0.9992715204986038, 0.9992715204986038, 0.9992715204986038, 0.9992715204986038, 0.9993119915820147, 0.9992715204986038, 0.9993119915820147, 0.9978955036626331, 0.9929985025699138, 0.999190578331782, 0.9993119915820147, 0.9993119915820147, 0.9993524626654257, 0.9993929337488365, 0.9994334048322474, 0.9994738759156583, 0.9994738759156583, 0.9994738759156583]","[2.884814067557183, 2.568713209182784, 2.239039736426146, 1.932901913287947, 1.650844868394639, 1.4069052022126844, 1.202636661533014, 1.0073753498977582, 0.8301011550539354, 0.6863126697456933, 0.5664121924485069, 0.47638124757149924, 0.4201681589177292, 0.341881861086753, 0.29494204843730193, 0.24774958142293083, 0.20960403003140426, 0.18055216647896208, 0.1586259384595471, 0.13764143233219378, 0.12214413350373399, 0.10067278044725628, 0.08470461552301985, 0.07354847843726882, 0.06478764040793109, 0.05669261806543431, 0.05063705227981496, 0.04510483488939751, 0.04114599152314168, 0.03805677784038389, 0.032703139422392204, 0.030729835128543243, 0.02737218753529003, 0.025069036542045228, 0.02447600920331235, 0.022540231562950104, 0.021543777604076608, 0.026954313194771276, 0.017913733379072892, 0.017898342131928032, 0.01596018152605832, 0.017387128609401503, 0.020590075864866973, 0.01527323199195946, 0.017664919720619416, 0.016518914275066705, 0.1782105035987633, 0.01435626610009256, 0.013117856987754055, 0.012631028674228167, 0.008818703905040994, 0.007758904296297034, 0.007310004054262789, 0.00747032823259498, 0.011150904368807257, 0.0054919637793245015, 0.005071447075881167, 0.00529237868887008, 0.005014625666235714, 0.004611203235859636, 0.005639452547939238, 0.0054518580587631, 0.006047450015165362, 0.005875777799801633, 0.004367997972613495, 0.0219622159082353, 0.0038899325115168, 0.003478201019875461, 0.003376716851153006, 0.0032654991654919303, 0.0031538467997724415, 0.0032261070678009226, 0.0029128501264653823, 0.0030467526033148983, 0.002905630081951705, 0.0031199247730781922, 0.002902290748380727, 0.003154812958339081, 0.0027438528632788557, 0.003259893756469024, 0.002716914971256649, 0.002633762320048106, 0.0026893241872189555, 0.0027746754948667724, 0.002442953138217433, 0.0025820334013181793, 0.002565765004955742, 0.0021845385556798413, 0.002322695306546373, 0.2168231762115398, 0.003137649151239509, 0.0021158623168596323, 0.002037138389087725, 0.0020037420057638726, 0.0019796662920684395, 0.0019518299960447861, 0.001923369232209729, 0.0018999838714202281, 0.0018785614514376125, 0.0018548533819919047]","[0.14639475600874, 0.20830298616168974, 0.30517115804806993, 0.38892935178441373, 0.47997086671522216, 0.5491624180626365, 0.6052439912600146, 0.6707938820101967, 0.7450837581937364, 0.8000728332119447, 0.844136926438456, 0.876911871813547, 0.8900218499635835, 0.9169701383831027, 0.9337217771303715, 0.950109249817917, 0.9621267297887838, 0.9708667152221413, 0.9730517115804808, 0.9745083758193737, 0.9777858703568828, 0.9828841951930081, 0.9868900218499637, 0.989075018208303, 0.989075018208303, 0.990531682447196, 0.9908958485069193, 0.990531682447196, 0.9916241806263657, 0.9934450109249818, 0.9934450109249818, 0.9938091769847051, 0.9938091769847051, 0.9941733430444283, 0.9938091769847051, 0.9949016751638747, 0.9956300072833213, 0.9938091769847051, 0.996722505462491, 0.996722505462491, 0.9974508375819374, 0.996722505462491, 0.9956300072833213, 0.9974508375819374, 0.9963583394027677, 0.996722505462491, 0.9351784413692644, 0.996722505462491, 0.9963583394027677, 0.9963583394027677, 0.9981791697013839, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.996722505462491, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9927166788055354, 0.9992716678805535, 0.9992716678805535, 0.9992716678805535, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9992716678805535, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9989075018208303, 0.9278951201747998, 0.9992716678805535, 0.9996358339402768, 0.9996358339402768, 0.9996358339402768, 0.9996358339402768, 0.9996358339402768, 0.9996358339402768, 0.9996358339402768, 0.9996358339402768, 0.9996358339402768]",0.0003087569202762097,0.6931121026213051
